Dates,CCMP(Eq),RTY(Eq),TRAN(Eq),NKY(Eq),XAGUSD(Cm),HG1(Cm),JO1(Cm),USGG3Y(B),GUKG10(B),GJGB10(B)
1991-02-08,436.98,151.75,1102.26,24296.08,3.83,109.45,121.65,6.98,10.15,6.29
1991-02-11,444.1,154.33,1127.12,24296.08,3.81,110.1,122.1,6.96,10.15,6.29
1991-02-12,443.98,154.35,1111.42,24935.01,3.66,110,118.55,6.95,10.12,6.26
1991-02-13,447.97,156.05,1112.83,25139.47,3.72,110.95,122.7,6.96,10.05,6.24
1991-02-14,444.31,155.47,1097.85,25356.37,3.76,109.6,123.75,6.96,9.99,6.22
1991-02-15,448.71,156.93,1119.18,25343.74,3.81,110.8,119.35,7.01,10.03,6.2
1991-02-18,448.71,156.83,1119.18,26230.01,3.77,110.8,119.35,7,10,6.14
1991-02-19,450.32,156.85,1118.83,26166.98,3.74,110.05,115.55,7.06,10.01,6.17
1991-02-20,446.02,155.68,1113.89,26198.79,3.69,109.4,112.65,7.1,10.03,6.15
1991-02-21,446.38,156.46,1116.89,26024.37,3.66,111.15,113.7,7.1,10.05,6.19
1991-02-22,448.95,157.4,1125.35,25902.81,3.62,110.55,112.4,7.19,10.05,6.2
1991-02-25,451.09,158.37,1127.82,26462.76,3.64,113.6,110.6,7.18,10.08,6.19
1991-02-26,447.71,157,1108.78,26282.96,3.62,112.5,112.5,7.21,10.12,6.22
1991-02-27,450.82,158.27,1131.17,26094.25,3.61,113.8,113.3,7.21,10.12,6.28
1991-02-28,453.05,159.96,1131.17,26409.22,3.67,114.7,111.1,7.31,10.18,6.34
1991-03-01,456.73,161.16,1150.74,25881.57,3.75,113.7,111.6,7.39,10.25,6.48
1991-03-04,461.13,163.52,1142.45,25976.02,3.75,112.05,113.3,7.38,10.31,6.5
1991-03-05,473.05,166.69,1166.26,25913.48,3.82,111.8,113.25,7.31,10.23,6.5
1991-03-06,473.8,167.22,1151.62,26382.99,3.83,111.7,115.15,7.36,10.22,6.48
1991-03-07,475.74,167.72,1141.57,26397.96,3.9,111.45,113.25,7.31,10.14,6.51
1991-03-08,475.11,168.1,1125.18,26607.52,4,111.8,114.3,7.31,10.14,6.47
1991-03-11,467.15,166.62,1119.36,26669.37,4.17,109.9,113.2,7.26,10.16,6.54
1991-03-12,461.4,164.85,1112.48,26727.42,3.97,110.1,112.65,7.3,10.23,6.44
1991-03-13,468.18,165.95,1111.42,26418.32,4.05,109.7,113.3,7.19,10.34,6.5
1991-03-14,467.79,166.18,1107.37,26542.33,4.03,108.7,115.3,7.17,10.3,6.47
1991-03-15,466.29,165.25,1098.73,26843.1,4.03,108,117.65,7.22,10.33,6.44
1991-03-18,466.27,165.27,1099.79,27146.91,4.05,107.75,116.85,7.31,10.33,6.43
1991-03-19,462.81,163.95,1084.8,27006.66,3.94,107.4,117.4,7.44,10.38,6.44
1991-03-20,466.09,165.36,1087.45,26449.35,4.03,107.5,118.65,7.39,10.26,6.59
1991-03-21,464.6,165.65,1084.8,26449.35,3.97,108.55,119.95,7.35,10.2,6.59
1991-03-22,464.15,165.64,1075.46,26613.19,4,107.95,120.65,7.34,10.23,6.62
1991-03-25,468.49,166.62,1075.28,26645.79,3.95,106.75,116.1,7.35,10.28,6.62
1991-03-26,478.57,168.53,1102.79,26339.38,3.91,107.2,116.55,7.36,10.25,6.55
1991-03-27,482.37,169.71,1117.95,26104.65,3.89,106.3,115.65,7.3,10.21,6.61
1991-03-28,482.3,170.92,1109.49,26206.92,3.83,106.2,115.55,7.27,10.13,6.63
1991-03-29,482.3,171.01,1109.49,26292.04,3.83,106.2,115.55,7.28,10.13,6.64
1991-04-01,480.86,170.27,1101.05,26007.4,3.83,106.3,118.05,7.24,10.13,6.67
1991-04-02,491.2,172.52,1115.48,26252,3.93,109.7,116.45,7.19,10.13,6.67
1991-04-03,495.05,173.75,1116.18,26780.06,4.06,109,114.4,7.21,10.07,6.62
1991-04-04,497.57,174.48,1121.65,26689.81,4.05,109.35,115.4,7.19,10.02,6.65
1991-04-05,495.79,173.91,1114.95,26767.33,4.03,108.4,115.7,7.15,10.11,6.6
1991-04-08,495.65,174.02,1123.24,26607.65,3.96,107.6,117.05,7.15,10.06,6.62
1991-04-09,492.46,173.04,1111.6,26317.39,4,107.15,117.6,7.18,10.07,6.64
1991-04-10,490.76,173.02,1113.89,26268.86,4.02,109,117.15,7.24,10.09,6.66
1991-04-11,499.31,174.71,1121.12,26425.19,3.98,108.7,114.95,7.18,10.07,6.73
1991-04-12,501.62,175.7,1128.88,26582.5,4.01,108.7,115.1,7.11,10.14,6.7
1991-04-15,500.84,175.67,1123.24,26695.53,3.97,108.3,115.75,7.12,10.17,6.7
1991-04-16,506.75,177.21,1143.51,26813.3,4.02,108.55,115.9,7.11,10.18,6.6
1991-04-17,511.31,178.63,1166.26,26980.37,4.07,111,116.15,7.11,10.18,6.62
1991-04-18,506.62,178.23,1178.07,26798.9,4.12,111.4,115.15,7.19,10.25,6.62
1991-04-19,501.19,176.24,1172.07,26541.97,3.95,110.85,114.25,7.21,10.24,6.65
1991-04-22,494.38,173.52,1151.62,26237.01,3.92,110.25,113.25,7.22,10.25,6.69
1991-04-23,496.08,173.88,1157.09,26491.57,3.94,108.7,112.65,7.21,10.23,6.67
1991-04-24,498.45,174.75,1171.02,26330.21,3.93,109.05,113.6,7.16,10.22,6.7
1991-04-25,496.03,174.36,1170.13,26038.86,3.87,108,113.3,7.14,10.18,6.7
1991-04-26,494.64,173.49,1166.08,26123.68,3.9,107.25,112.7,7.13,10.25,6.7
1991-04-29,487.74,171.71,1148.8,26123.68,3.88,107.5,113.6,7.13,10.25,6.7
1991-04-30,484.72,170.33,1142.81,26111.25,3.93,105.9,113.4,7.04,10.22,6.71
1991-05-01,487.85,171.93,1164.14,26489,3.97,106.15,113.4,7.06,10.18,6.64
1991-05-02,491.13,173.42,1168.37,26477.86,3.93,106.4,114.9,7.02,10.19,6.64
1991-05-03,492.1,173.79,1171.72,26477.86,4.01,103.3,115.7,7.08,10.24,6.64
1991-05-06,491.48,173.58,1177.54,26477.86,4.02,102.1,115.75,7.08,10.24,6.64
1991-05-07,491.51,173.85,1175.07,26342.14,4.02,102.9,117.25,7.09,10.18,6.66
1991-05-08,492.51,174.47,1178.24,26309.79,4.06,103.5,117.4,7.11,10.2,6.68
1991-05-09,497.81,175.65,1202.57,26438.5,4.03,103.15,116,7.11,10.21,6.68
1991-05-10,493.42,174.25,1187.24,26274.29,4.03,103.5,117,7.15,10.22,6.63
1991-05-13,493.93,174.26,1181.06,26093.2,4,100.7,118.2,7.1,10.28,6.64
1991-05-14,488.79,172.45,1159.73,26030.08,4.11,99.25,118.75,7.1,10.39,6.64
1991-05-15,478.08,169.48,1140.87,25822.47,4.1,100.2,119.7,7.1,10.38,6.65
1991-05-16,481.77,170.45,1149.86,25520.27,4.1,99.4,120,7.13,10.39,6.63
1991-05-17,481.38,170.38,1143.34,25701.94,4.01,99.5,120.3,7.13,10.42,6.62
1991-05-20,480.1,170.13,1129.23,25523.03,4,100.2,117.05,7.15,10.38,6.63
1991-05-21,483.6,171.29,1129.06,25481.21,4.04,101.25,121.4,7.12,10.34,6.63
1991-05-22,487.29,171.64,1138.75,25398.66,4.09,100.3,120.6,7.08,10.33,6.64
1991-05-23,489.6,172.26,1148.45,25643.65,4.03,100.9,122.35,7.07,10.32,6.63
1991-05-24,492.67,173.01,1155.32,25529.14,4.05,100.85,124.85,7.06,10.38,6.65
1991-05-27,492.67,173.22,1155.32,25425.88,4.05,100.85,124.85,7.06,10.38,6.65
1991-05-28,497.17,174.2,1170.49,25390.67,4.05,99.6,122.3,7.05,10.35,6.65
1991-05-29,499.05,174.97,1180.54,25495.41,4.14,98,123.2,7.05,10.36,6.65
1991-05-30,503.19,176.65,1205.57,25647.4,4.11,96.65,121.85,6.98,10.39,6.63
1991-05-31,506.11,178.15,1229.02,25789.62,4.13,96.85,121.1,7.08,10.4,6.61
1991-06-03,507.1,178.32,1241.89,25912.61,4.15,97.3,122.75,7.19,10.45,6.64
1991-06-04,507.25,178.38,1251.76,25556.86,4.15,99.4,121.8,7.17,10.51,6.63
1991-06-05,505.2,178.3,1244.53,25289.57,4.16,101.2,120.9,7.24,10.51,6.66
1991-06-06,502.94,178.2,1238.01,24984.12,4.24,99.7,121.65,7.24,10.52,6.66
1991-06-07,498.54,176.92,1227.43,25035.11,4.49,99.6,117.15,7.4,10.52,6.69
1991-06-10,495.85,176.28,1223.91,24598.38,4.57,99.2,115.75,7.4,10.46,6.69
1991-06-11,496.62,176.41,1227.61,24662.59,4.48,100.7,116.5,7.4,10.46,6.83
1991-06-12,491.05,174.43,1211.57,24482.69,4.51,98.75,116.1,7.45,10.51,6.86
1991-06-13,491.14,174.47,1217.56,24808.17,4.46,99.15,115.15,7.42,10.47,6.84
1991-06-14,495.07,175.26,1234.66,25093.89,4.51,98.95,116.1,7.37,10.51,6.87
1991-06-17,494.32,174.96,1226.02,24943.09,4.38,98.75,117.15,7.4,10.55,6.85
1991-06-18,491.59,174.38,1219.15,24685.47,4.47,99.05,115.6,7.4,10.54,6.87
1991-06-19,485.36,172.67,1201.52,23996.75,4.43,99.25,115.9,7.34,10.55,6.89
1991-06-20,485.88,172.28,1191.82,24082.26,4.44,100.8,115.6,7.3,10.55,6.83
1991-06-21,485.82,172.21,1190.59,24275.08,4.44,100.9,114.4,7.35,10.55,6.81
1991-06-24,475.23,168.99,1161.5,23765.46,4.34,100,114.35,7.37,10.57,6.87
1991-06-25,473.3,168.08,1143.86,23907.42,4.36,101.55,113.5,7.4,10.6,6.85
1991-06-26,473.08,167.44,1146.69,23766.38,4.41,102.05,112.55,7.39,10.6,6.85
1991-06-27,476.24,168.01,1150.56,23543.03,4.35,100.1,112.05,7.36,10.59,6.86
1991-06-28,475.92,167.51,1151.45,23290.96,4.45,101,111.3,7.26,10.5,6.86
1991-07-01,481.31,168.22,1174.89,24108.76,4.45,101.4,114.25,7.32,10.49,6.76
1991-07-02,478.78,167.96,1179.65,23995.76,4.42,103.2,116.75,7.34,10.46,6.77
1991-07-03,474.32,166.81,1187.06,23373.47,4.42,101.65,117.5,7.35,10.35,6.8
1991-07-04,474.32,167.05,1187.06,23135.61,4.49,101.65,117.5,7.35,10.31,6.77
1991-07-05,474.05,166.58,1195.7,22898.34,4.53,101.65,117.5,7.42,10.25,6.7
1991-07-08,479.51,167.13,1211.74,22176.17,4.5,101.4,120.45,7.38,10.28,6.7
1991-07-09,483.64,167.89,1207.51,22608.96,4.46,100.9,120.2,7.39,10.23,6.79
1991-07-10,487.17,168.84,1205.04,23121.3,4.47,99.1,119,7.36,10.25,6.79
1991-07-11,488.37,169.28,1213.5,22937.92,4.42,98,119.65,7.32,10.19,6.79
1991-07-12,492.71,170.33,1208.39,23137.78,4.38,98.65,119,7.3,10.22,6.77
1991-07-15,496.19,171.36,1207.69,23459.04,4.39,98.3,118.25,7.3,10.21,6.73
1991-07-16,493.6,171.41,1205.57,23375.15,4.37,98.65,119.25,7.26,10.22,6.74
1991-07-17,493.42,171.58,1194.99,23060.7,4.4,99.15,118.6,7.33,10.21,6.74
1991-07-18,496.8,172.57,1219.15,22908.71,4.44,98.7,120,7.29,10.18,6.75
1991-07-19,497.55,173.21,1218.09,22866.36,4.39,99.6,119.95,7.27,10.23,6.74
1991-07-22,494.99,172.66,1212.27,22705.29,4.4,99.4,119.7,7.29,10.19,6.76
1991-07-23,489.65,171.54,1202.4,22758.98,4.32,99.25,118.9,7.31,10.22,6.76
1991-07-24,487.42,170.5,1193.58,23297.47,4.23,98.85,117.25,7.25,10.23,6.69
1991-07-25,490.28,170.9,1208.74,23332.71,4.12,99.25,117.7,7.21,10.2,6.66
1991-07-26,492.69,170.92,1206.1,23519.07,4.1,100.55,118.1,7.21,10.16,6.61
1991-07-29,493.35,170.92,1211.04,23443.58,4.1,100.7,119.65,7.18,10.16,6.61
1991-07-30,498.27,171.81,1216.85,23872.63,4.04,100.4,119.2,7.16,10.15,6.61
1991-07-31,502.04,173.12,1220.56,24120.75,4.06,101.3,118.35,7.07,10.15,6.54
1991-08-01,504.15,173.05,1225.85,24072.73,4.05,100.8,118.45,7.09,10.13,6.56
1991-08-02,505.67,173.42,1223.2,24027.97,3.97,100.75,117.5,6.98,10.03,6.56
1991-08-05,502.61,172.81,1217.74,23833.25,3.93,101.45,117.65,6.95,9.99,6.5
1991-08-06,505.2,173.1,1227.08,23464.96,3.95,100.8,118.4,6.88,10.02,6.52
1991-08-07,507.46,173.25,1225.67,23691.02,3.96,102.55,118.15,6.9,10,6.5
1991-08-08,509.39,173.58,1221.79,23482.46,3.97,102.35,117.7,6.9,9.99,6.51
1991-08-09,508.31,173.68,1215.09,23434.62,3.96,102.9,116.7,6.85,10.01,6.48
1991-08-12,510,173.94,1214.39,22985.67,3.99,100.8,116.2,6.84,10.08,6.49
1991-08-13,514.4,174.71,1211.39,22872,3.95,101.35,115.9,6.81,10.04,6.44
1991-08-14,517.68,175.13,1196.4,23393.3,3.94,100.8,115.8,6.72,10.03,6.4
1991-08-15,515.67,174.97,1198.7,23018.68,3.97,100.85,116.25,6.71,9.99,6.4
1991-08-16,512.47,174.35,1190.41,22814.37,3.96,99.65,117.3,6.66,10.02,6.4
1991-08-19,497.64,169.4,1147.92,21456.76,4.04,99.15,118.9,6.62,10.02,6.55
1991-08-20,502.05,170.95,1141.93,21687.06,4,99.1,118.7,6.55,10,6.47
1991-08-21,517.97,175.15,1187.76,22051.6,3.93,100.65,119.15,6.61,9.98,6.4
1991-08-22,518.3,175.71,1190.41,22515.77,3.94,100.8,118.45,6.63,9.95,6.38
1991-08-23,521.06,176.4,1215.44,22065.34,3.88,101.1,119.15,6.76,9.96,6.39
1991-08-26,521.38,176.71,1212.27,21592.27,3.88,101.15,118.6,6.77,9.96,6.41
1991-08-27,521.75,176.95,1202.4,21641.3,3.95,102.9,119.2,6.77,9.98,6.41
1991-08-28,526.29,178.39,1212.45,21621.63,3.95,103.65,119.75,6.62,9.96,6.42
1991-08-29,526.39,178.7,1212.09,22002.17,3.94,103.7,120.5,6.58,9.92,6.42
1991-08-30,525.68,179.19,1212.27,22335.87,3.81,104.3,119.5,6.65,9.93,6.29
1991-09-02,525.68,179.11,1212.27,22469.01,3.83,104.3,119.5,6.64,9.86,6.25
1991-09-03,520.91,178.14,1196.76,22469.8,3.87,104.45,118.9,6.63,9.81,6.26
1991-09-04,517.92,177.49,1190.06,22402.69,3.93,103.5,118.5,6.64,9.84,6.26
1991-09-05,516.93,177.48,1183,22499.65,3.86,103.9,118.75,6.67,9.79,6.24
1991-09-06,516.94,177.57,1174.72,22692.6,3.87,106.6,118.9,6.56,9.74,6.24
1991-09-09,518.07,177.54,1172.6,22573.98,4,105.95,119.4,6.53,9.69,6.22
1991-09-10,511.28,175.81,1162.38,22411.58,4.06,106.65,117.85,6.53,9.71,6.22
1991-09-11,514.76,176.22,1175.42,22504.79,3.97,106.9,117.45,6.53,9.68,6.22
1991-09-12,521.13,177.21,1183.89,22530.2,4.05,106.85,117.85,6.42,9.62,6.14
1991-09-13,516.71,176.9,1182.65,23134.43,3.96,106.6,118.7,6.46,9.58,6.14
1991-09-16,515.68,176.64,1181.06,23134.43,4.06,105.6,118.9,6.46,9.6,6.14
1991-09-17,515.17,176.42,1176.3,23443.61,4.08,104.4,120.9,6.44,9.59,6.13
1991-09-18,518.55,177.08,1174.19,23317.78,4.09,105.95,119.85,6.45,9.52,6.13
1991-09-19,522.67,178.39,1181.24,23332.31,4.09,107,123.25,6.42,9.52,6.12
1991-09-20,527.19,179.44,1187.24,23192.74,4.07,110.1,122.5,6.38,9.51,6.12
1991-09-23,524.69,178.88,1183,23192.74,4.12,110.25,122.65,6.35,9.56,6.12
1991-09-24,526.47,179.09,1187.41,23333.7,4.25,107.4,121.85,6.36,9.57,6
1991-09-25,527.82,178.94,1184.94,23577.42,4.24,110.25,124.6,6.37,9.58,6.02
1991-09-26,526.94,179.25,1190.59,23968.08,4.22,109.15,124.85,6.28,9.61,5.99
1991-09-27,524.48,178.81,1187.59,23969.47,4.09,106.6,124.1,6.25,9.61,6
1991-09-30,526.88,180.33,1192.88,23916.44,4.13,104.8,123,6.22,9.6,6.01
1991-10-01,528.51,180.21,1195.87,24377.01,4.15,105,122.05,6.2,9.55,5.92
1991-10-02,528.51,179.81,1201.79,24375.11,4.22,104.45,124.75,6.24,9.55,5.9
1991-10-03,520.51,178.26,1198.43,24711.44,4.17,105.15,124.45,6.19,9.56,5.85
1991-10-04,520.4,178.05,1187.59,24596.9,4.17,105.1,124.8,6.13,9.6,5.89
1991-10-07,516.2,176.71,1178.44,24330.83,4.13,103.55,129.8,6.14,9.57,5.89
1991-10-08,517.25,177.06,1188.34,24155.62,4.07,106,134.25,6.14,9.64,5.91
1991-10-09,513.81,176.18,1182.92,24485.26,4.08,106.45,128.3,6.19,9.71,5.95
1991-10-10,515.94,176.38,1206.46,24485.26,4.12,104.85,127.25,6.23,9.77,5.95
1991-10-11,518.77,176.94,1217.12,24157.72,4.05,105.55,161.6,6.15,9.72,5.97
1991-10-14,525.66,178.41,1240.28,23860.67,4.1,104.2,157.85,6.13,9.74,5.97
1991-10-15,534.11,180.61,1253.18,24307.65,4.08,104.1,162,6.08,9.76,5.97
1991-10-16,540.94,182.92,1286.06,24334.67,4.05,104.65,160.75,6.11,9.77,5.91
1991-10-17,536.27,182.8,1286.43,24439.85,4.13,105.95,163.6,6.23,9.79,5.91
1991-10-18,538.9,183.44,1287.56,24894.82,4.12,104.95,165.1,6.15,9.78,5.81
1991-10-21,536.96,182.96,1280.27,25016.81,4.17,104.8,168.5,6.24,9.86,5.79
1991-10-22,537.14,183.03,1280.83,24954.66,4.16,104.9,165.8,6.26,9.85,5.84
1991-10-23,535.17,182.93,1278.96,24799.94,4.14,105.35,164.15,6.26,9.82,5.87
1991-10-24,528.75,180.86,1252.62,24949.26,4.09,105.25,165.25,6.19,9.84,5.85
1991-10-25,525.13,179.97,1244.96,24906.43,4.12,105.2,165.5,6.2,9.78,5.89
1991-10-28,529.41,180.78,1266.07,24901.72,4.08,106.15,162.5,6.17,9.77,5.89
1991-10-29,534.51,181.96,1274.48,25140.61,4.05,107.85,163.4,6.06,9.69,5.86
1991-10-30,541.32,183.33,1282.32,24981.18,4.11,107.95,166.5,6,9.66,5.92
1991-10-31,542.98,184.9,1283.07,25222.28,4.09,106.6,165,5.97,9.69,5.9
1991-11-01,540.93,184.5,1280.83,25044.24,4.1,106.65,167,5.92,9.78,5.87
1991-11-04,537.5,183.76,1281.02,25044.24,4.08,107.15,168.25,5.93,9.77,5.87
1991-11-05,538.82,183.84,1274.29,24950.86,4.11,106.55,172.2,6.02,9.79,5.91
1991-11-06,539.48,184.3,1271.67,24750.2,4.07,106.45,173.1,5.97,9.68,5.95
1991-11-07,545.28,185.7,1281.39,24446.76,4.07,105.85,170,5.95,9.73,5.92
1991-11-08,548.08,186.23,1265.7,24486.49,4.03,105.4,167.5,5.95,9.63,5.91
1991-11-11,550.71,186.72,1269.43,24232.99,4.04,104,169.25,5.96,9.64,5.89
1991-11-12,555.68,187.89,1278.03,24667.73,4.04,104.6,168.7,5.95,9.64,5.84
1991-11-13,556.17,187.93,1275.78,24416.23,4.05,104.35,170.9,5.95,9.63,5.84
1991-11-14,554.84,187.64,1282.51,24176.54,4.04,106.25,170.5,5.92,9.61,5.85
1991-11-15,531.29,181.54,1225.52,24099.18,4.01,106.25,171.15,5.84,9.66,5.86
1991-11-18,534.73,181.39,1224.59,23400.12,4.05,105.1,172.45,5.87,9.69,5.84
1991-11-19,523.47,177.42,1200.11,23326.86,4.04,103.75,165.2,5.84,9.69,5.85
1991-11-20,526.12,178.02,1202.73,23199.86,4.08,103.6,166.6,5.83,9.72,5.91
1991-11-21,530.33,178.6,1214.69,23177.84,4.1,103.45,167.95,5.81,9.79,5.88
1991-11-22,526.46,177.19,1194.69,23117.39,4.13,103.1,164.1,5.81,9.93,5.91
1991-11-25,522.88,175.96,1185.72,22868.69,4.14,104.35,165.55,5.85,9.97,5.89
1991-11-26,522.23,175.43,1186.47,23112.09,4.09,104.65,168.8,5.8,9.96,5.89
1991-11-27,522.78,175.33,1174.14,22973.28,4.1,104.25,167.4,5.78,9.94,5.87
1991-11-28,522.78,175.52,1174.14,22780.42,4.1,104.25,167.4,5.78,9.92,5.85
1991-11-29,523.9,176.06,1172.27,22687.35,4.07,102.6,167.4,5.73,9.87,5.84
1991-12-02,530.91,176.21,1199.36,21992.29,4.09,101.7,164.4,5.67,9.93,5.79
1991-12-03,533.34,177.16,1223.28,22166.83,4.07,101.6,165.1,5.61,9.89,5.81
1991-12-04,535.28,177.57,1219.36,22669.44,4.05,100.55,165,5.57,9.83,5.76
1991-12-05,534.03,176.97,1203.85,22459.17,4.05,98.5,165.75,5.6,9.73,5.72
1991-12-06,536.3,177.34,1198.62,22445.06,4.07,98.9,164.8,5.53,9.72,5.68
1991-12-09,537.7,176.54,1184.42,22352.88,4.07,98.65,161.25,5.42,9.71,5.7
1991-12-10,534.23,175.59,1171.9,21953.06,4.04,97.35,163.05,5.43,9.69,5.66
1991-12-11,531.64,174.47,1160.5,21502.9,4,97.8,160.75,5.39,9.63,5.68
1991-12-12,536.02,175.61,1199.74,21712.57,3.95,97.8,159.7,5.38,9.59,5.66
1991-12-13,540.9,177.29,1218.8,22754.9,3.86,97.75,160.8,5.41,9.56,5.67
1991-12-16,543.73,178.38,1220.48,22836.67,3.87,97.85,161.3,5.38,9.56,5.65
1991-12-17,539.7,177.41,1206.46,22736.29,3.85,98.15,162.3,5.35,9.57,5.66
1991-12-18,539.84,177.19,1208.52,22629.9,3.88,98.1,162.55,5.42,9.57,5.67
1991-12-19,534.53,176.04,1200.49,21991.19,3.85,97,161.6,5.34,9.61,5.69
1991-12-20,535.76,175.92,1207.03,21777.12,3.82,96.8,160.1,5.16,9.64,5.67
1991-12-23,543.9,177.72,1258.03,21777.12,3.89,97.4,156.15,5.12,9.74,5.67
1991-12-24,549.56,179.33,1286.06,21664.53,3.9,98,156.15,5.12,9.73,5.59
1991-12-25,549.56,179.55,1286.06,22461.17,3.9,98,156.15,5.13,9.73,5.57
1991-12-26,559.3,182.16,1315.02,22555.07,3.9,97.95,152.3,5.12,9.73,5.51
1991-12-27,565.71,184.06,1314.84,22437.32,3.9,98.2,155.95,5.1,9.7,5.47
1991-12-30,579.75,187.77,1344.92,22983.77,3.86,98.44,154.3,5.06,9.79,5.42
1991-12-31,586.34,189.8,1358,22983.77,3.86,97.55,155.15,5.04,9.76,5.42
1992-01-01,586.34,189.91,1358,22983.77,3.86,97.55,155.15,5.04,9.71,5.42
1992-01-02,586.45,189.84,1342.12,22983.77,3.87,95.69,155.8,5.06,9.54,5.42
1992-01-03,592.65,191.99,1350.71,22983.77,3.96,96.05,156,5.11,9.57,5.42
1992-01-06,597.9,194.33,1365.47,23801.18,3.94,96.05,153.9,5.05,9.52,5.37
1992-01-07,602.29,195.55,1383.03,23566.39,3.95,95.14,151.3,4.97,9.45,5.33
1992-01-08,610.32,197.91,1380.42,22715,3.94,94.55,152.65,4.94,9.44,5.35
1992-01-09,619.8,200.41,1362.29,23113.64,3.98,94.35,156.45,5.05,9.4,5.35
1992-01-10,615.7,199.26,1351.83,22381.9,4.14,95.05,154.35,5.18,9.51,5.37
1992-01-13,617.63,199.77,1364.16,21696.86,4.07,94.8,159.5,5.29,9.58,5.39
1992-01-14,625.75,202.33,1387.33,21775.13,4.05,94.69,158.05,5.34,9.53,5.38
1992-01-15,630.82,204.27,1431.43,21775.13,4.14,95.85,155.9,5.4,9.48,5.38
1992-01-16,627.34,204.33,1445.81,21612.19,4.14,97.05,152.9,5.44,9.47,5.44
1992-01-17,626.85,204.91,1421.9,21321.37,4.34,97.3,150.15,5.36,9.42,5.39
1992-01-20,619.38,204.23,1411.43,20913.82,4.23,97.14,145.05,5.34,9.4,5.36
1992-01-21,604.87,200.83,1391.07,20858.3,4.25,96.94,141.55,5.26,9.45,5.35
1992-01-22,620.68,203.62,1407.14,21534.12,4.26,97.59,143.85,5.32,9.45,5.28
1992-01-23,622.86,204.64,1384.72,21580.72,4.29,97,144.55,5.47,9.42,5.31
1992-01-24,624.68,205.3,1362.29,21072.15,4.2,98.89,141.65,5.55,9.46,5.33
1992-01-27,621,204.91,1356.32,21007.11,4.17,98.39,142.5,5.58,9.45,5.33
1992-01-28,621.29,204.83,1356.32,21390.52,4.2,99,143.45,5.49,9.42,5.35
1992-01-29,616.31,203.61,1348.65,21362.26,4.16,99.09,144.7,5.56,9.41,5.33
1992-01-30,621.37,204.72,1368.27,21557.67,4.24,99,143.25,5.63,9.42,5.36
1992-01-31,620.21,205.01,1354.26,22023.05,4.13,98.59,143.5,5.56,9.41,5.43
1992-02-03,623.43,205.75,1362.48,22139.59,4.18,97.59,143.5,5.61,9.4,5.44
1992-02-04,631,207.68,1368.27,21999.6,4.17,97.55,141.2,5.53,9.36,5.51
1992-02-05,636.97,209.24,1383.41,21936.37,4.17,98.3,137.85,5.46,9.32,5.55
1992-02-06,637.67,210.15,1392.19,22104.92,4.22,98.14,139.65,5.45,9.33,5.49
1992-02-07,634.95,209.94,1383.22,22107.12,4.2,98.44,140,5.36,9.36,5.49
1992-02-10,634.13,210.36,1388.83,21819.52,4.19,98.25,140.75,5.36,9.32,5.53
1992-02-11,633.37,210.5,1390.32,21819.52,4.18,98.59,140.8,5.44,9.32,5.53
1992-02-12,644.92,212.38,1405.64,21541.64,4.2,101.64,143.3,5.56,9.29,5.59
1992-02-13,639.1,211.34,1386.21,21391.02,4.21,101.9,146.95,5.73,9.27,5.5
1992-02-14,636.43,211.32,1406.2,20883.86,4.19,102.4,147.3,5.77,9.36,5.56
1992-02-17,636.43,211.56,1406.2,21324.98,4.15,102.4,147.3,5.75,9.33,5.47
1992-02-18,626.41,209.87,1420.03,20872.03,4.13,102.25,141.95,5.8,9.3,5.47
1992-02-19,622.41,208.16,1424.89,20618.3,4.06,100.94,141.95,5.75,9.31,5.51
1992-02-20,632.23,210.64,1467.68,20771.92,4.1,101.55,141.9,5.79,9.29,5.47
1992-02-21,629.75,210.11,1466.93,21291.81,4.1,101.09,140.05,5.9,9.34,5.45
1992-02-24,624.93,208.67,1451.79,20973.24,4.08,102.14,140.1,5.96,9.34,5.49
1992-02-25,621.4,207.34,1430.12,21025.55,4.13,102,141.55,5.93,9.3,5.49
1992-02-26,632.4,209.75,1443.76,21364.77,4.07,102.95,142,5.81,9.25,5.47
1992-02-27,633.95,210.6,1432.17,21333.7,4.1,103.05,141.45,5.79,9.24,5.46
1992-02-28,633.47,210.69,1428.25,21338.81,4.12,102.95,143.2,5.71,9.27,5.46
1992-03-02,635.47,211.29,1443.01,21487.82,4.1,102.4,143.75,5.9,9.29,5.49
1992-03-03,634.25,211.6,1457.4,21051.71,4.12,102.2,144.5,5.89,9.34,5.53
1992-03-04,630.29,210.92,1455.72,21105.42,4.11,102.4,140.7,5.95,9.47,5.55
1992-03-05,621.97,208.22,1437.97,20864.42,4.11,101.85,142.35,6.09,9.52,5.5
1992-03-06,615.95,206.88,1413.12,20992.99,4.15,101.15,145,6.05,9.52,5.52
1992-03-09,615.82,206.42,1404.9,20797.68,4.16,100.89,144.95,5.95,9.49,5.5
1992-03-10,623.46,207.78,1408.07,20854.59,4.17,101.94,143.25,6.01,9.57,5.45
1992-03-11,617.14,206.39,1389.95,20592.14,4.15,101.24,143.4,6.05,9.63,5.46
1992-03-12,615.92,205.49,1393.12,20561.88,4.14,100.94,143.7,6.17,9.68,5.48
1992-03-13,618.62,206.29,1400.78,20456.06,4.11,101.15,143.05,6.34,9.76,5.46
