Dates,CAC(Eq),SENSEX(Eq),SPTSX(Eq),DAX(Eq),SPGSCITR(Cm),XPTUSD(Cm),LMCADS03(Cm),USGG12M(B),GNZGB10(B),GDBR10(B)
1999-04-08,4330.7,3538.17,6932.6,5068.75,2133.23,357,1436,4.62,5.64,3.91
1999-04-09,4363.14,3441.19,6889.77,5124.18,2179.87,359,1430,4.62,5.64,3.84
1999-04-12,4355,3463.77,6938.88,5159.16,2168.44,360,1423,4.64,5.64,3.8
1999-04-13,4367.41,3464.52,6913.3,5199.18,2189.71,360,1462,4.63,5.66,3.84
1999-04-14,4349.26,3464.52,6948.9,5182.16,2167.9,358,1444,4.63,5.69,3.82
1999-04-15,4310.64,3357.12,6990.49,5181.01,2191.66,361,1485,4.64,5.69,3.87
1999-04-16,4300.91,3572.91,7013.23,5155.35,2213.96,363,1531,4.69,5.72,3.87
1999-04-19,4379.34,3451.43,6907.7,5220.15,2234.49,364,1548,4.65,5.7,3.88
1999-04-20,4253.27,3443.99,6925.28,5087.29,2226.64,363,1533,4.65,5.68,3.84
1999-04-21,4291.6,3464.54,7019.77,5163.29,2243.86,360,1532,4.67,5.69,3.84
1999-04-22,4291.85,3408.74,7017.01,5218.82,2251.33,356,1545,4.7,5.76,3.85
1999-04-23,4262.43,3406.59,7028.49,5195.42,2244.43,355,1551,4.69,5.76,3.85
1999-04-26,4284.4,3245.27,7052.08,5256.22,2231.32,354,1543,4.68,5.75,3.88
1999-04-27,4390.92,3245.27,7063.29,5347.5,2238.74,355,1553,4.69,5.7,3.85
1999-04-28,4374.7,3272.71,7101.07,5348.61,2278.27,353,1555,4.73,5.8,3.87
1999-04-29,4371.53,3325.69,7093.33,5334.42,2289.01,350,1582,4.69,5.77,3.84
1999-04-30,4405.35,3325.69,7014.7,5393.11,2292.4,353,1589,4.76,5.77,3.87
1999-05-03,4442.84,3378.4,7081.97,5377.56,2302.59,347,1600,4.77,5.92,3.89
1999-05-04,4438.55,3502.95,7054.76,5383.21,2312.8,350,1597,4.78,5.95,3.94
1999-05-05,4368.17,3557.07,7023.62,5307.22,2314.61,352,1583,4.75,5.96,3.96
1999-05-06,4333.24,3648.86,6989.3,5274.45,2277.85,357,1613,4.79,6.15,4.01
1999-05-07,4289.56,3707.75,6958.86,5297.38,2262.64,356,1591,4.77,6.09,4
1999-05-10,4347.15,3820.25,6997.13,5205.95,2280.1,354,1582,4.76,6.07,4.04
1999-05-11,4349.98,3900.49,7010.63,5249.15,2258.86,354,1584.5,4.77,6.14,4.06
1999-05-12,4354.79,3876.89,7003.81,5248.02,2231.31,356,1578,4.77,6.14,4.06
1999-05-13,4415.88,4014.68,7057.15,5248.02,2257.77,357,1577,4.73,6.03,4.05
1999-05-14,4323.83,4075.47,6886.5,5173.25,2252.82,356,1578,4.86,6,4.15
1999-05-17,4248.94,4039.39,6873.55,5114.47,2245.28,357,1569,4.84,6.22,4.15
1999-05-18,4312.74,4085.11,6926.53,5154.94,2200.1,356,1559,4.91,6.26,4.11
1999-05-19,4375.91,4123.58,7014.37,5181.51,2188.3,352,1540,4.88,6.18,4.12
1999-05-20,4421.91,4079.45,6974.86,5235.64,2188.82,356,1516,4.85,6.14,4.09
1999-05-21,4398.13,4015.75,6965.97,5264.68,2201.54,358,1495.5,4.82,6.16,4.05
1999-05-24,4398.13,4028.98,6965.97,5264.68,2165.51,356,1495,4.82,6.11,4.05
1999-05-25,4373.78,4060.08,6799.51,5143.1,2172.19,357,1501,4.84,6.12,4.03
1999-05-26,4376.68,3973.3,6784.92,5160.44,2185.24,363,1486.5,4.92,6.15,4.03
1999-05-27,4326.44,3862.45,6727.8,5083.83,2173.82,365,1416,4.97,6.24,4.09
1999-05-28,4315.04,3773.32,6802.7,5068.73,2167.31,364,1400,4.97,6.28,4.1
1999-05-31,4351.29,3963.56,6841.8,5069.83,2167.31,363,1400,4.97,6.26,4.12
1999-06-01,4313.69,3912,6852.38,5021.24,2136.7,362,1420,5.07,6.43,4.22
1999-06-02,4315.34,3935.82,6850.75,4997.83,2165.16,364,1411,5.05,6.45,4.25
1999-06-03,4354.52,3976.88,6887.05,4997.83,2175.08,363,1394,5.05,6.45,4.25
1999-06-04,4344.25,4042.52,6940.14,5107.81,2210.62,367,1396,5.05,6.46,4.28
1999-06-07,4404.24,4035.32,7010.75,5190.15,2246.21,362,1407,5.07,6.44,4.23
1999-06-08,4407.58,4066.82,6937.67,5211.08,2230.3,363,1421,5.08,6.4,4.24
1999-06-09,4422.39,4041.89,6960.41,5253.89,2249.8,367,1426,5.12,6.43,4.26
1999-06-10,4380.99,4056.47,6921.35,5206.47,2238.89,367,1435,5.11,6.43,4.37
1999-06-11,4385.83,3969.36,6917.13,5262.15,2274.7,366,1440,5.14,6.57,4.34
1999-06-14,4372.39,3950.96,6895.6,5268.87,2277.9,363,1450,5.09,6.64,4.32
1999-06-15,4418.18,3901.73,6865.82,5342.86,2278.65,360,1417,5.08,6.6,4.29
1999-06-16,4481.75,4021.4,6925.31,5381.25,2245.6,356,1412,4.97,6.55,4.26
1999-06-17,4508.77,4125.25,6929.06,5412,2255.34,352,1418,4.93,6.4,4.23
1999-06-18,4539.56,4109.89,7005.06,5430.32,2253.81,352,1442,4.97,6.41,4.23
1999-06-21,4545.09,4210.36,6995.08,5468.47,2232.75,348,1468,5,6.38,4.31
1999-06-22,4538.04,4254.86,6954.91,5468.67,2225.9,345,1484,5.04,6.53,4.38
1999-06-23,4481.66,4157.13,6936.97,5399.11,2260.65,347,1471,5.17,6.49,4.46
1999-06-24,4434.21,4119.73,6902.66,5327.6,2250.43,348,1475,5.17,6.49,4.58
1999-06-25,4416.89,4111.77,6939.25,5301.21,2252.4,350,1506,5.16,6.49,4.53
1999-06-28,4465.23,4158.67,6916.76,5356.95,2239.4,346,1558,5.13,6.61,4.54
1999-06-29,4503.83,4170.83,6958.87,5359.53,2255.92,349,1565,5.17,6.38,4.51
1999-06-30,4536.61,4140.73,7010.07,5378.52,2306.7,349,1643,5.06,6.51,4.51
1999-07-01,4609.26,4144.52,7010.07,5480.22,2296.96,351,1669,5.07,6.54,4.57
1999-07-02,4620.67,4194.55,7137.83,5519.05,2296.78,348,1670,5.07,6.56,4.59
1999-07-05,4697.84,4306.4,7254.45,5625.62,2296.78,346,1656,5.06,6.54,4.61
1999-07-06,4692.51,4332.7,7235.04,5612.9,2283.19,346,1668,5.04,6.53,4.68
1999-07-07,4662.2,4321.51,7172.1,5588.5,2289.54,347,1710,5.03,6.63,4.75
1999-07-08,4631.13,4326.41,7138.83,5607.1,2290.47,353,1717,5,6.59,4.76
1999-07-09,4647.83,4362.87,7198.17,5638.95,2297.62,353,1698,5,6.63,4.73
1999-07-12,4662.28,4585.63,7193.21,5652.02,2299.05,351,1692,4.97,6.62,4.71
1999-07-13,4594.65,4615.2,7138.95,5573.82,2312.42,349,1674,4.96,6.54,4.64
1999-07-14,4594.65,4710.25,7253.08,5610.89,2307.08,349,1695,4.97,6.57,4.68
1999-07-15,4665.67,4679.92,7292.69,5619.26,2329.35,348,1722,4.97,6.53,4.8
1999-07-16,4656.79,4639.94,7285.58,5619.94,2338.73,350,1728,4.93,6.57,4.76
1999-07-19,4618.75,4716.81,7275.94,5624.74,2342.04,349,1696,4.95,6.44,4.77
1999-07-20,4548.31,4617.82,7154.44,5491.29,2296.99,353,1691,4.89,6.48,4.7
1999-07-21,4501.27,4659.59,7136.35,5414.17,2306.52,355,1666,4.93,6.37,4.62
1999-07-22,4489.57,4728.78,7082.63,5340.91,2341.07,353,1641,4.98,6.39,4.64
1999-07-23,4440.45,4672.12,7069.46,5310.63,2404.92,353,1656,5.01,6.53,4.67
1999-07-26,4401.58,4625.4,6984.23,5206.44,2390.67,353,1639,5.03,6.6,4.68
1999-07-27,4426.12,4593.22,7022.69,5224.16,2372.01,351,1665,5.01,6.57,4.69
1999-07-28,4428.71,4598.18,7111.19,5229.56,2383.68,346,1639,5.02,6.56,4.68
1999-07-29,4306.4,4603.42,7050.29,5052.32,2409.35,346,1635,5.09,6.53,4.76
1999-07-30,4382.06,4542.34,7081.03,5101.87,2389.45,346,1638,5.11,6.63,4.81
1999-08-02,4377.87,4494.18,7081.03,5129.5,2419.05,343,1645,5.14,6.71,4.88
1999-08-03,4354.75,4527.3,7033.3,5107.68,2415.36,351,1661,5.15,6.77,4.89
1999-08-04,4326.2,4644.07,6963.2,5119.37,2444.22,355,1664,5.09,6.77,4.9
1999-08-05,4240.7,4601.19,6906.55,4978.45,2454.37,351,1705,5.03,6.72,4.98
1999-08-06,4223.64,4575.3,6878.8,5010.47,2480.59,351,1711,5.14,6.76,5.04
1999-08-09,4292.9,4639.2,6863.74,5087.3,2506.06,352,1708,5.21,6.93,5.04
1999-08-10,4245.35,4594.12,6790.26,5000.87,2512.01,349,1695,5.21,7.03,4.99
1999-08-11,4268.95,4553.63,6909.06,5019.69,2514.16,351,1705,5.17,7.01,4.98
1999-08-12,4365.66,4543.64,6914.98,5127.43,2495.48,353,1713,5.2,7.03,4.9
1999-08-13,4434.28,4487.87,7006.16,5219.43,2513.54,351,1715,5.17,7.06,4.88
1999-08-16,4458.75,4558.23,7045.65,5257.1,2504.87,345,1709,5.21,6.98,4.9
1999-08-17,4479.75,4621,7053.01,5259.91,2528.88,347,1701,5.18,6.95,4.86
1999-08-18,4479.26,4705.13,7042.46,5230.47,2522.23,351,1674,5.17,6.92,4.84
1999-08-19,4408.9,4630.06,7098.08,5186.85,2546.32,353,1650,5.16,6.9,4.82
1999-08-20,4472,4645.81,7129.22,5254.14,2544.09,359,1640,5.15,6.93,4.82
1999-08-23,4487.35,4729.78,7174.96,5301.98,2551.65,351,1643,5.19,6.9,4.79
1999-08-24,4540.4,4792.1,7169.8,5324.02,2530.1,349,1670,5.16,6.89,4.8
1999-08-25,4629.23,4718.73,7222.63,5400.32,2482.56,347,1671,5.13,6.84,4.74
1999-08-26,4629.37,4846.36,7159.15,5389.34,2495.71,348,1664,5.19,6.78,4.76
1999-08-27,4642.71,4870.66,7106.21,5420.36,2506.87,347,1665,5.24,6.87,4.8
1999-08-30,4657.44,4905.89,7039.74,5392.53,2544.76,348,1669,5.3,6.99,4.88
1999-08-31,4589.22,4898.21,6970.81,5270.77,2557.63,349,1713,5.28,7.05,4.89
1999-09-01,4633.38,4824.44,6978.25,5317.12,2552.66,348,1745,5.28,7,4.92
1999-09-02,4550.6,4729.73,6907.03,5189.92,2510.73,349,1760,5.27,6.98,5.02
1999-09-03,4672.37,4709.93,7006.14,5336.22,2542.85,351,1759,5.2,7.02,4.94
1999-09-06,4668.04,4832.56,7006.14,5400.55,2542.85,350,1755,5.2,6.91,4.93
1999-09-07,4679.93,4773.65,7058.5,5391.36,2605.87,355,1788,5.25,6.89,5.05
1999-09-08,4680.61,4781.62,7054.97,5400.7,2598.71,354,1786,5.25,6.91,5.01
1999-09-09,4717.42,4764.59,7126.48,5436.86,2643.47,355,1803,5.28,6.96,5.05
1999-09-10,4745.48,4760.21,7163.37,5483.95,2661.81,362,1798,5.23,6.98,5.04
1999-09-13,4716.78,4760.21,7118.12,5446.91,2678.29,370,1787,5.24,6.94,5.11
1999-09-14,4697.39,4731.12,7138.09,5401.47,2649.88,374,1772,5.26,6.9,5.14
1999-09-15,4662.02,4661.04,7063.63,5387.18,2639.7,374,1793,5.24,6.97,5.19
1999-09-16,4640.55,4571.09,7017.65,5304.42,2642.4,375,1793,5.22,6.92,5.11
1999-09-17,4644.32,4618.39,7062.33,5303.94,2656.42,374,1837,5.23,6.89,5.06
1999-09-20,4680.49,4641.07,7049.06,5351.98,2631.48,374,1812,5.27,6.91,5.09
1999-09-21,4612.93,4633,6917.87,5282.76,2626.15,381,1827,5.24,6.95,5.09
1999-09-22,4568.12,4687.23,6886.28,5238.76,2638.27,382,1806,5.22,6.99,5.1
1999-09-23,4601.24,4735.81,6812.12,5299.57,2700.58,375,1778,5.15,6.98,5.06
1999-09-24,4540.87,4757.82,6763.38,5186.53,2702.14,374,1762,5.15,6.75,5
1999-09-27,4596.6,4715.67,6895.69,5239.64,2712.03,386,1760,5.17,6.76,5.08
1999-09-28,4543.92,4733.42,6877.85,5119.1,2709.82,402,1814,5.2,6.86,5.08
1999-09-29,4535.08,4797.41,6878.78,5135.62,2720,404,1788,5.22,6.91,5.13
1999-09-30,4591.42,4764.42,6957.72,5149.83,2693.28,393,1790,5.17,6.95,5.08
1999-10-01,4550.57,4702.31,6931.34,5124.55,2693.79,400,1778,5.26,6.92,5.19
1999-10-04,4603.24,4654.72,7042.3,5218.86,2642.93,410,1769,5.24,7.02,5.18
1999-10-05,4661.13,4708.92,6990.47,5301.85,2619.27,418,1779,5.31,7.03,5.17
1999-10-06,4691.72,4697.7,7025.51,5353.32,2610.05,414,1772,5.32,7.07,5.19
1999-10-07,4742.26,4963.1,7063.46,5419.31,2566.38,425,1767,5.32,7.07,5.2
1999-10-08,4721.93,4981.74,7116.04,5419.26,2475.79,421,1690,5.32,7.05,5.23
1999-10-11,4722.35,5031.78,7116.04,5414.5,2506.13,423,1665,5.32,7.06,5.24
1999-10-12,4658.54,5057.32,7135.04,5358.46,2591.57,430,1734,5.33,7.09,5.33
1999-10-13,4602.85,5032.99,7037.01,5295.43,2637.8,430,1741,5.37,7.08,5.34
1999-10-14,4583.63,5075.39,6969.65,5220.29,2591.56,439,1738,5.44,7.15,5.46
1999-10-15,4524.42,4884.02,6884.4,5184.23,2621.78,413,1728,5.39,7.14,5.4
1999-10-18,4495.3,4930.69,6868.24,5156.28,2613.8,410,1742,5.43,7.11,5.4
1999-10-19,4591.2,4930.69,6853.95,5296.91,2609.24,408,1752,5.46,7.21,5.39
1999-10-20,4577.83,4943.14,6930.75,5291.23,2603.16,428,1777,5.46,7.17,5.47
1999-10-21,4602.39,4836.91,6952.38,5246.49,2610.77,427,1773,5.47,7.12,5.4
1999-10-22,4677.8,4783.08,7040.27,5357.75,2658.77,429,1794,5.47,7.17,5.4
1999-10-25,4669.28,4816.01,7058.27,5320.4,2651.57,429,1774,5.51,7.17,5.47
1999-10-26,4706.59,4814.34,7064.88,5388.76,2635.22,413,1761,5.54,7.21,5.43
1999-10-27,4695.05,4756.2,7011.47,5363.86,2625.91,411,1740,5.51,7.25,5.33
1999-10-28,4748.62,4594.57,7114.44,5478.89,2547.29,420,1774,5.47,7.14,5.23
1999-10-29,4888.62,4444.56,7256.22,5525.4,2554.39,420,1775,5.41,7.08,5.16
1999-11-01,4888.62,4270.74,7271.3,5524.92,2586.58,413,1776,5.44,7.06,5.12
1999-11-02,4898.52,4491.56,7215.32,5546.95,2575.52,411,1789,5.43,7.08,5.08
1999-11-03,4917.84,4456.18,7233.74,5560.87,2596.41,416,1791,5.43,7.07,5.12
1999-11-04,4943.74,4485.92,7261.47,5635.62,2620.53,417,1786,5.41,7.02,5.04
1999-11-05,4975.9,4598.45,7297.63,5658.1,2613.22,424,1768,5.41,7,4.98
1999-11-08,4994.77,4650.54,7287.83,5647.94,2616.61,420,1764,5.44,7,4.93
1999-11-09,4997.56,4621.96,7292.58,5694.73,2659.89,430,1781,5.47,7.05,4.97
1999-11-10,5051.83,4621.96,7366.45,5742.42,2684.81,437,1758.5,5.5,7.05,5
1999-11-11,5132.08,4639.36,7488.46,5802.36,2670.6,449,1734,5.5,7.08,4.99
1999-11-12,5141.51,4629.61,7526.2,5791.05,2709.32,442,1703,5.48,7.03,4.88
1999-11-15,5178.13,4585.92,7600.22,5859.29,2726.36,454,1727,5.5,6.95,4.92
1999-11-16,5191.01,4578.87,7579.73,5909.52,2738.96,447,1741,5.54,6.89,4.86
1999-11-17,5178.23,4541.48,7591.25,5870.17,2761.09,442,1734,5.56,6.94,4.98
1999-11-18,5246.33,4606.16,7646.35,5950.05,2712.71,444,1738,5.56,7,5.03
1999-11-19,5263.23,4584.1,7693.11,5955.97,2749.9,426,1736,5.58,7.05,5.08
1999-11-22,5147.96,4636.31,7645.29,5819.89,2784.27,436,1746.5,5.61,7.1,5.09
1999-11-23,5152.87,4636.31,7709.6,5814.74,2758.29,432,1750,5.61,7.13,5.1
1999-11-24,5189.38,4686.11,7764.5,5818.73,2776.49,428,1758,5.63,7.07,5.17
1999-11-25,5352.6,4740.68,7853.39,5961.45,2776.49,448,1762,5.63,7.11,5.16
1999-11-26,5396.99,4704.99,7889.94,5958.07,2772.63,442,1769,5.66,7.08,5.21
1999-11-29,5373.91,4639.43,7772.08,5888.88,2728.93,437,1769,5.7,7.05,5.23
1999-11-30,5341.62,4622.21,7523.23,5896.04,2657.75,437,1776,5.69,7.1,5.13
1999-12-01,5381.41,4614.96,7592.51,5933.84,2676.57,440,1752,5.7,7.07,5.1
1999-12-02,5354.19,4691.67,7665.62,5937.2,2726.32,434,1736,5.74,7.09,5.19
1999-12-03,5468.05,4714.14,7794.73,6119.17,2720.04,434,1760,5.68,7.12,5.14
1999-12-06,5509.97,4835.98,7857.52,6142.19,2759.68,438,1771,5.69,7.06,5.05
1999-12-07,5534.51,4864.62,7889.05,6158.77,2738.25,437,1746,5.67,7.02,5.03
1999-12-08,5487.12,4799.22,7820.06,6115.59,2751.78,439,1753,5.68,7,5.07
1999-12-09,5548.62,4839.16,7821.06,6118.06,2718.13,439,1754,5.67,7.07,5.04
1999-12-10,5481.1,4788.47,7954.59,6097.9,2684.52,442,1748,5.66,7.12,4.97
1999-12-13,5535.76,4802.96,7989.91,6127.2,2694.15,443,1753,5.74,7.16,5.02
1999-12-14,5564.47,4690.78,7930.32,6187.99,2728.49,447,1766,5.83,7.16,5.09
1999-12-15,5530.13,4665.56,7985.29,6232.75,2755.69,445,1795,5.84,7.26,5.04
1999-12-16,5540.16,4710.49,8047.17,6341.29,2801.98,439,1825,5.89,7.27,5.2
1999-12-17,5502.4,4675.85,8098.19,6353.9,2810.22,440,1833,5.91,7.28,5.24
1999-12-20,5521.11,4746.54,8131.36,6378.66,2810.85,432,1841,5.97,7.25,5.26
1999-12-21,5529.24,4786.01,8250.04,6418.68,2793.8,432,1827,5.96,7.25,5.23
1999-12-22,5621.29,4948.54,8262.18,6492.53,2755.95,447,1854,5.94,7.31,5.26
1999-12-23,5731.35,4969.22,8367.24,6782.39,2776.63,437,1863,5.94,7.33,5.24
1999-12-24,5852.5,4874.73,8452.93,6782.39,2776.63,438,1870.5,5.94,7.33,5.24
1999-12-27,5834.47,4818.37,8452.93,6837.41,2787.82,438,1874,5.94,7.33,5.25
1999-12-28,5827.08,4861.93,8452.93,6861.54,2811.95,440,1874,5.92,7.34,5.3
1999-12-29,5837.75,4939.47,8472.58,6859.58,2808.26,443,1875,5.88,7.33,5.31
1999-12-30,5958.32,5005.82,8406.07,6958.14,2769.59,441,1888.5,5.89,7.33,5.36
1999-12-31,5958.32,5005.82,8413.75,6958.14,2770.01,442,1888.5,5.96,7.32,5.36
2000-01-03,5917.37,5375.11,8413.75,6750.76,2766.77,442,1888.5,6.08,7.32,5.48
2000-01-04,5672.02,5491.01,8202.6,6586.95,2740.74,438,1865,6.01,7.32,5.49
2000-01-05,5479.7,5357,8119.42,6502.07,2714.81,420,1875,6.04,7.48,5.52
2000-01-06,5450.11,5421.53,8114.24,6474.92,2713.84,412,1869,6,7.48,5.55
2000-01-07,5539.61,5414.48,8429.42,6780.96,2689.98,417,1876,6.01,7.47,5.44
2000-01-10,5646.12,5518.39,8602.5,6925.52,2712.12,418,1859,6.05,7.47,5.42
2000-01-11,5613.9,5296.3,8442.61,6891.25,2768.24,419,1859,6.1,7.51,5.54
2000-01-12,5582.5,5491.2,8359.96,6912.81,2805.06,420,1882,6.13,7.54,5.55
2000-01-13,5633.24,5444.82,8417.94,6955.98,2830.12,425,1882,6.09,7.53,5.51
2000-01-14,5787.44,5471.27,8357.46,7173.22,2901.24,430,1888,6.11,7.54,5.55
2000-01-17,5842.78,5404.07,8479.27,7258.9,2901.24,431,1897,6.1,7.56,5.56
2000-01-18,5672.95,5464.51,8589.65,7072.12,2957.26,434,1904,6.12,7.61,5.64
2000-01-19,5649.46,5478.24,8635.07,7091.04,2972.47,449,1934,6.1,7.57,5.6
2000-01-20,5709.74,5355.8,8682.93,7112.66,2993.34,441,1923,6.11,7.52,5.58
2000-01-21,5681.32,5423.05,8634.5,6992.75,2995.99,437,1918,6.11,7.52,5.58
2000-01-24,5690.86,5458.06,8458.75,6931.99,2972.64,455,1891.5,6.07,7.46,5.57
2000-01-25,5597.5,5367.79,8505.48,6809.64,3005.56,458,1882,6.09,7.43,5.52
2000-01-26,5646.32,5367.79,8582.57,6969.37,2971.36,452,1854,6.09,7.51,5.53
2000-01-27,5688.35,5369.1,8645.84,7126.13,2948.93,463,1864,6.15,7.5,5.63
2000-01-28,5731.05,5335.8,8390.4,7066.6,2941.2,487,1858,6.19,7.48,5.63
2000-01-31,5659.81,5205.29,8481.11,6835.6,2970.29,492,1868,6.24,7.49,5.54
2000-02-01,5773.42,5215.54,8535.26,7050.46,3013.52,487,1856,6.28,7.47,5.46
2000-02-02,5946.86,5304.92,8769.5,7171.95,2978.87,495,1827,6.2,7.46,5.47
2000-02-03,6149.67,5340.19,8894.39,7354.26,3005.53,512,1817,6.14,7.41,5.44
2000-02-04,6275.72,5313.59,9209.2,7444.61,3056.33,510,1819,6.2,7.39,5.49
2000-02-07,6203.58,5474,9155.95,7296.32,3018.77,507,1823,6.22,7.48,5.53
2000-02-08,6297.66,5610.56,9300.77,7549.88,2976.14,512,1813,6.19,7.48,5.48
2000-02-09,6271.6,5649.1,9255.22,7629.11,3022.05,555,1815,6.17,7.45,5.52
2000-02-10,6207.52,5789.04,9321,7709.27,3069.5,542,1878,6.18,7.45,5.6
2000-02-11,6287.01,5933.56,9156.7,7611.55,3068.89,542,1871,6.17,7.47,5.6
2000-02-14,6268.32,5924.31,9314.54,7644.8,3101.47,540,1862,6.18,7.4,5.54
2000-02-15,6092.63,5803.19,9356.06,7396.13,3096.95,551,1844.5,6.18,7.37,5.56
2000-02-16,6046.27,5725.5,9428.61,7490.32,3105.98,560,1833,6.2,7.39,5.59
2000-02-17,6154.96,5835.15,9463.54,7580.53,3072.26,552,1845,6.24,7.36,5.59
2000-02-18,6062.72,5721.65,9295.51,7573.78,3059.29,510,1844,6.25,7.36,5.57
2000-02-21,5967.28,5876.89,9231.16,7590.53,3059.29,528,1821,6.22,7.22,5.51
2000-02-22,5963.31,5883.33,9194.86,7607.94,3072.98,528,1833,6.18,7.2,5.42
2000-02-23,6031.25,5642.46,9314.96,7698.97,3086.15,511,1856,6.24,7.22,5.44
2000-02-24,6078.78,5810.17,9214.18,7640.53,3117.74,473,1868,6.19,7.16,5.4
2000-02-25,6188.64,5623.08,9141.17,7738.68,3133.7,474,1826,6.13,7.05,5.45
2000-02-28,6102.73,5740.69,9223.42,7587.13,3129.39,473,1745,6.21,7.09,5.49
2000-02-29,6190.96,5446.98,9128.99,7644.55,3155.86,481,1733,6.23,7.16,5.5
2000-03-01,6256.32,5642.12,9411.58,7727.93,3251.42,475,1773,6.17,7.1,5.49
2000-03-02,6477.55,5528.31,9516.06,7945.77,3246.9,460,1752,6.17,7.14,5.53
2000-03-03,6514.11,5378.27,9462.9,7960.03,3244.02,465,1761,6.14,7.18,5.46
2000-03-06,6545.98,5520.69,9580.87,7975.78,3284.67,470,1768,6.19,7.22,5.45
2000-03-07,6441.85,5589.85,9425.48,8064.97,3387.09,477,1749,6.14,7.18,5.43
2000-03-08,6344.97,5511.42,9281.14,7987,3217.77,475,1728,6.16,7.17,5.45
2000-03-09,6423.43,5328.79,9413.67,7949.15,3252.85,470,1754,6.15,7.15,5.35
2000-03-10,6510.28,5301.78,9487.1,7975.95,3239.22,482,1756,6.21,7.18,5.37
2000-03-13,6336.93,5129.22,9461.57,7693.85,3260.28,480,1738.5,6.18,7.19,5.33
2000-03-14,6350.35,5175.71,9393.83,7650.05,3247.87,488,1771,6.17,7.18,5.36
2000-03-15,6188.94,5249.76,9293.61,7414.46,3205.84,482,1776,6.19,7.02,5.33
2000-03-16,6258.53,5102.41,9488.04,7583.96,3218.96,484,1791,6.18,7.04,5.27
2000-03-17,6304.28,5102.41,9528.81,7710.92,3214.37,485,1802,6.18,7.03,5.24
2000-03-20,6352.51,5102.41,9568.33,7872.38,3115.91,495,1783,6.21,7.01,5.24
2000-03-21,6320.87,5133.24,9651.4,7807.93,3134.39,497,1805,6.2,6.93,5.22
2000-03-22,6279.29,5201.87,9871.55,7798.62,3122.77,498,1794,6.19,6.96,5.26
2000-03-23,6268.31,5115.02,9990.13,7694.78,3116.91,482,1793,6.2,6.92,5.2
2000-03-24,6364.26,5141.42,10052.68,7932.42,3152.56,481,1780,6.28,6.94,5.25
2000-03-27,6450.85,5146.3,10043.04,7892.49,3151.42,482,1763,6.28,7.11,5.32
2000-03-28,6524.3,5156.12,9922.85,7931.93,3125.9,480,1768,6.27,7.01,5.28
2000-03-29,6505.48,5102.46,9702.16,7864.76,3073.64,477,1774,6.27,7.06,5.31
2000-03-30,6313.82,5041.08,9394.02,7644.89,3090.67,482,1780,6.23,7.01,5.26
2000-03-31,6286.05,5001.28,9462.39,7599.39,3119.23,485,1764,6.23,6.98,5.22
2000-04-03,6130.27,5052.94,9374.73,7429.22,3087.48,505,1754,6.2,6.97,5.19
2000-04-04,6221.94,4691.46,9141.84,7522.8,3010.41,509,1754,6.11,6.95,5.18
2000-04-05,6036.94,4757.06,9226.53,7330.77,3036.43,510,1747,6.11,6.88,5.13
2000-04-06,6224.02,4866.73,9441.27,7446.21,3019.63,521,1692,6.15,6.85,5.2
2000-04-07,6308.04,5219.2,9465.19,7522.2,2991.23,511,1685.5,6.14,6.87,5.18
2000-04-10,6364.9,5442.86,9460.94,7516.95,2919.58,485,1711,6.09,6.81,5.16
2000-04-11,6261.42,5541.54,9358.03,7442.66,2927.16,492,1725,6.12,6.74,5.16
2000-04-12,6238.7,5426.82,9047.67,7443.07,3021.17,497,1720,6.12,6.83,5.19
2000-04-13,6264.34,5172.13,8965.41,7449.06,3026.96,498,1701,6.12,6.87,5.2
2000-04-14,6065.71,5172.13,8473.51,7214.83,2995.36,504,1669,6.04,6.8,5.24
2000-04-17,6060.54,4880.71,8769.56,7187.14,3019.99,504,1653,6.07,6.83,5.23
2000-04-18,6147.44,4745.47,9069.5,7196.49,3039.08,504,1684,6.04,6.81,5.25
2000-04-19,6166.46,4665.81,9034.01,7216.71,3101.37,502,1708,6.06,6.83,5.28
2000-04-20,6234.51,4657.42,8959.69,7157.95,3103.09,500,1698,6.07,6.87,5.29
2000-04-21,6234.51,4657.42,8959.69,7157.95,3103.09,493,1704,6.06,6.87,5.3
2000-04-24,6234.51,4511.05,8822.48,7157.95,3116.24,488,1704,6.07,6.87,5.29
2000-04-25,6320.29,4533.99,9108.41,7280.51,3084.07,476,1730,6.13,6.96,5.33
2000-04-26,6390.87,4792.95,9378,7388.55,3045.01,469,1740,6.11,6.99,5.28
2000-04-27,6247.86,4679.63,9322.66,7221.74,3072.86,483,1729.5,6.14,7,5.3
2000-04-28,6419.72,4657.55,9347.61,7414.68,3090.82,509,1752,6.17,7.05,5.3
2000-05-01,6419.72,4657.55,9527.26,7414.68,3126.47,555,1752,6.22,7.1,5.3
2000-05-02,6562.41,4372.22,9510.28,7555.92,3199.59,536,1789.5,6.19,7.12,5.34
2000-05-03,6435.65,4335.29,9291.31,7376.93,3175.45,507,1772,6.19,7.1,5.39
2000-05-04,6491.74,4553.92,9414.05,7386.71,3195.95,517,1777,6.16,7.14,5.43
2000-05-05,6545.76,4693.88,9597.32,7530.82,3196.12,515,1811,6.24,7.11,5.42
2000-05-08,6514.42,4463.4,9337.54,7408.09,3249.85,502,1795,6.32,7.16,5.39
2000-05-09,6369.61,4578.49,9294.39,7280.54,3292.27,510,1801,6.31,7.13,5.36
