Dates,HIS(Eq),UKX(Eq),SPX(Eq),INDU(Eq),CL1(Cm),CO1(Cm),XAU(Cm),USGG10YR(B),GCAN10YR(B),USGG6M(B)
2005-03-04,13730.78,5036.3,1222.13,10940.55,53.78,51.8,434.3,4.31,4.25,2.98
2005-03-07,13771.95,5027.2,1225.31,10936.86,53.89,52.09,434.55,4.31,4.24,2.99
2005-03-08,13881.71,5010.9,1219.43,10912.62,54.59,52.84,440.55,4.39,4.26,3.02
2005-03-09,13941.47,4996.1,1207.01,10805.62,54.77,53.38,440.6,4.52,4.35,3.03
2005-03-10,13856.02,4962.1,1209.25,10851.51,53.54,52.66,442.13,4.46,4.35,3.03
2005-03-11,13890.93,4982,1200.08,10774.36,54.43,53.1,444.95,4.54,4.41,3.05
2005-03-14,13906.85,4975,1206.83,10804.51,54.95,53.66,440.98,4.51,4.4,3.08
2005-03-15,13816.75,5000.2,1197.75,10745.1,55.05,53.85,440.7,4.54,4.42,3.09
2005-03-16,13832.52,4937.6,1188.07,10633.07,56.46,54.8,443.16,4.51,4.39,3.08
2005-03-17,13817.99,4922.1,1190.21,10626.35,56.4,55.06,438.8,4.46,4.36,3.07
2005-03-18,13828.37,4923.3,1189.65,10629.67,56.72,55.59,439.35,4.51,4.35,3.1
2005-03-21,13834.35,4933.5,1183.79,10565.39,56.62,55.65,431.2,4.52,4.38,3.09
2005-03-22,13776.47,4937.3,1171.71,10470.51,56.03,54.59,427.12,4.64,4.45,3.16
2005-03-23,13603.61,4910.4,1172.53,10456.02,53.81,53.04,425.35,4.58,4.45,3.12
2005-03-24,13597.1,4922.5,1171.42,10442.87,54.84,53.93,425.05,4.6,4.45,3.14
2005-03-25,13597.1,4922.5,1171.42,10442.87,54.84,53.93,424.88,4.59,4.45,3.14
2005-03-28,13597.1,4922.5,1174.28,10485.65,54.05,53.93,426.2,4.64,4.47,3.15
2005-03-29,13411.88,4919,1165.36,10405.7,54.23,53.03,426.1,4.57,4.43,3.16
2005-03-30,13425.75,4900.7,1181.41,10540.93,53.99,52.09,426.35,4.55,4.4,3.14
2005-03-31,13516.88,4894.4,1180.59,10503.76,55.4,54.29,428.35,4.48,4.32,3.12
2005-04-01,13491.35,4914,1172.92,10404.3,57.27,56.51,426.25,4.45,4.3,3.11
2005-04-04,13513.41,4896.7,1176.12,10421.14,57.01,56.23,424.25,4.46,4.29,3.09
2005-04-05,13513.41,4942.9,1181.39,10458.46,56.04,55.44,425.35,4.47,4.31,3.12
2005-04-06,13562.26,4947.4,1184.07,10486.02,55.85,55.27,426.7,4.42,4.28,3.1
2005-04-07,13602.35,4977,1191.14,10546.32,54.11,54.04,425.9,4.48,4.31,3.1
2005-04-08,13666.72,4983.6,1181.2,10461.34,53.32,52.89,427.1,4.47,4.28,3.12
2005-04-11,13659.93,4973.2,1181.21,10448.56,53.71,53.21,428,4.43,4.22,3.12
2005-04-12,13658.05,4946.2,1187.76,10507.97,51.86,51.98,428.2,4.35,4.19,3.15
2005-04-13,13799.62,4960.8,1173.79,10403.93,50.22,50.48,428.9,4.36,4.2,3.15
2005-04-14,13772.4,4945.4,1162.05,10278.75,51.13,50.91,424,4.31,4.19,3.11
2005-04-15,13638.75,4891.6,1142.62,10087.51,50.49,51.61,424.9,4.24,4.16,3.1
2005-04-18,13355.23,4827.1,1145.98,10071.25,50.37,50.78,427.35,4.27,4.17,3.12
2005-04-19,13444.09,4855.6,1152.78,10127.41,52.29,52.94,434,4.21,4.13,3.12
2005-04-20,13501.63,4822,1137.5,10012.36,52.44,53.78,434.6,4.19,4.13,3.1
2005-04-21,13597.31,4819.6,1159.95,10218.6,54.2,54.01,432.57,4.29,4.17,3.12
2005-04-22,13693.55,4849.3,1152.12,10157.71,55.39,54.97,434.6,4.24,4.16,3.13
2005-04-25,13750.23,4864.9,1162.1,10242.47,54.57,54.4,434.7,4.25,4.17,3.14
2005-04-26,13859.58,4845.5,1151.74,10151.13,54.2,54.14,437.1,4.26,4.16,3.17
2005-04-27,13839.64,4789.4,1156.38,10198.8,51.61,52.29,432.47,4.22,4.14,3.16
2005-04-28,13909.42,4790.2,1143.22,10070.37,51.77,52.48,431.4,4.14,4.11,3.14
2005-04-29,13908.97,4801.7,1156.85,10192.51,49.72,51.09,434.4,4.2,4.14,3.17
2005-05-02,13908.97,4801.7,1162.16,10251.7,50.92,51.09,429.8,4.19,4.13,3.15
2005-05-03,13893.98,4861.2,1161.17,10256.95,49.5,50.52,427.9,4.16,4.13,3.18
2005-05-04,13945.05,4882.5,1175.65,10384.64,50.13,50.97,429.8,4.19,4.13,3.15
2005-05-05,14061.7,4902.3,1172.63,10340.38,50.83,51.13,430.4,4.15,4.13,3.12
2005-05-06,14033.96,4918.9,1171.35,10345.4,50.96,50.77,426.2,4.26,4.23,3.18
2005-05-09,14085.09,4910.3,1178.84,10384.34,52.03,51.29,426.1,4.28,4.22,3.18
2005-05-10,14018.38,4892.4,1166.22,10281.11,52.07,51.43,426.6,4.2,4.17,3.19
2005-05-11,13939.8,4875.4,1171.11,10300.25,50.45,50.07,427.4,4.2,4.12,3.17
2005-05-12,13968.28,4893.2,1159.36,10189.48,48.54,48.34,422.4,4.17,4.1,3.16
2005-05-13,13866.81,4886.5,1154.05,10140.12,48.67,48.66,420.4,4.12,4.04,3.12
2005-05-16,13866.81,4884.2,1165.69,10252.29,48.61,48.05,419.75,4.13,4.05,3.14
2005-05-17,13667.03,4898.5,1173.8,10331.88,48.97,49.34,418.75,4.11,4.04,3.16
2005-05-18,13627.01,4949.4,1185.56,10464.45,47.25,48.15,421.75,4.09,4.03,3.15
2005-05-19,13698.93,4962.7,1191.08,10493.19,46.92,47.88,420.6,4.11,4.09,3.13
2005-05-20,13717.42,4971.8,1189.28,10471.91,46.8,48.03,417.65,4.12,4.09,3.16
